airport,latitude,longitude
BKW,37.7873,-81.1242
BLF,37.2958,-81.2077
CKB,39.2966,-80.2281
CRW,38.3731,-81.5932
EKN,38.8894,-79.8571
GWV,39.9487,-80.7595
HLG,40.175,-80.6463
HTS,38.3667,-82.558
LWB,37.8583,-80.3995
MGW,39.6429,-79.9163
MRB,39.4019,-77.9846
ODM,39.2808,-79.3374
PGC,38.9949,-79.1459
PKB,39.3451,-81.4392
AHH,45.2811,-92.3754
ARV,45.9279,-89.7309
ASX,46.5485,-90.919
ATW,44.2581,-88.5191
AUW,44.9262,-89.6266
CLI,44.6138,-88.7313
CMY,43.9583,-90.7379
CWA,44.7776,-89.6668
EAU,44.8658,-91.4843
EGV,45.9323,-89.2683
ENW,42.5957,-87.9278
ETB,43.4222,-88.1279
FLD,43.7712,-88.4884
GRB,44.4851,-88.1296
GTG,45.7981,-92.6644
HYR,46.0252,-91.4443
ISW,44.3603,-89.839
JVL,42.6203,-89.0416
LNR,43.2117,-90.1816
LSE,43.879,-91.2567
MDF,45.101,-90.3033
MFI,44.6369,-90.1893
MKE,42.9472,-87.8966
MSN,43.1399,-89.3375
MTW,44.1288,-87.6806
MWC,43.1104,-88.0344
OEO,45.31,-92.6919
OSH,43.9844,-88.557
PCD,43.0193,-91.1237
PKF,45.955,-90.4244
PRW,45.543,-90.2793
RAC,42.7606,-87.8152
RHI,45.6312,-89.4675
RIE,45.419,-91.7735
RNH,45.1483,-92.5381
RRL,45.1989,-89.7129
SBM,43.7696,-87.8514
STE,44.5452,-89.5303
SUE,44.8437,-87.4215
SUW,46.6897,-92.0947
UES,43.041,-88.2371
UNU,43.4266,-88.7032
VOK,43.939,-90.2534
XES,42.6149,-88.3896
AFO,42.7112,-110.942
BPI,42.5851,-110.111
BYG,44.3811,-106.722
COD,44.5202,-109.024
CPR,42.908,-106.464
CYS,41.1557,-104.812
DGW,42.7972,-105.386
EAN,42.0555,-104.929
ECS,43.8854,-104.318
EMM,41.8241,-110.557
EVW,41.2748,-111.035
FBR,41.3919,-110.407
GCC,44.3489,-105.539
GEY,44.5168,-108.083
JAC,43.6073,-110.738
LAR,41.3121,-105.675
LND,42.8152,-108.73
LSK,42.7538,-104.405
POY,44.8672,-108.793
PWY,42.7955,-109.807
RIW,43.0642,-108.46
RKS,41.5942,-109.065
RWL,41.8056,-107.2
SAA,41.4449,-106.824
SHR,44.7692,-106.98
THP,43.7136,-108.39
TOR,42.0645,-104.153
WRL,43.9657,-107.951
